Name of the body; position x; position y; position z; mass of the body
neptune; 26.069; 14.5175; -0.898408; 0.00203369
sun; 0.0129948; -0.008099; -0.000319268; 39.4784
jupiter; -3.1806; 4.21999; 0.0535565; 0.0376937
saturn; -9.11434; 2.26758; 0.323671; 0.0112863
uranus; -7.59991; 17.166; 0.161904; 0.00172372
neptune; 26.0634; 14.5276; -0.898486; 0.00203369
sun; 0.0130186; -0.008079; -0.000319974; 39.4784
jupiter; -3.20291; 4.2047; 0.0541192; 0.0376937
saturn; -9.12037; 2.24783; 0.324254; 0.0112863
uranus; -7.61311; 17.1596; 0.162051; 0.00172372
neptune; 26.0578; 14.5377; -0.898565; 0.00203369
sun; 0.0130425; -0.00805888; -0.000320679; 39.4784
jupiter; -3.22514; 4.1893; 0.0546805; 0.0376937
saturn; -9.12635; 2.22806; 0.324835; 0.0112863
uranus; -7.6263; 17.1532; 0.162199; 0.00172372
neptune; 26.0521; 14.5478; -0.898643; 0.00203369
sun; 0.0130662; -0.00803866; -0.000321381; 39.4784
jupiter; -3.24729; 4.17379; 0.0552403; 0.0376937
saturn; -9.13229; 2.20829; 0.325415; 0.0112863
uranus; -7.63949; 17.1467; 0.162346; 0.00172372
neptune; 26.0465; 14.5579; -0.898721; 0.00203369
sun; 0.0130898; -0.00801832; -0.000322082; 39.4784
jupiter; -3.26934; 4.15817; 0.0557986; 0.0376937
saturn; -9.13819; 2.1885; 0.325994; 0.0112863
uranus; -7.65267; 17.1402; 0.162493; 0.00172372
neptune; 26.0409; 14.568; -0.8988; 0.00203369
sun; 0.0131133; -0.00799788; -0.000322781; 39.4784
jupiter; -3.29132; 4.14244; 0.0563555; 0.0376937
saturn; -9.14404; 2.1687; 0.326571; 0.0112863
uranus; -7.66585; 17.1337; 0.16264; 0.00172372
neptune; 26.0352; 14.5781; -0.898877; 0.00203369
sun; 0.0131367; -0.00797733; -0.000323478; 39.4784
jupiter; -3.3132; 4.12659; 0.0569109; 0.0376937
saturn; -9.14985; 2.1489; 0.327146; 0.0112863
uranus; -7.67902; 17.1273; 0.162786; 0.00172372
neptune; 26.0296; 14.5882; -0.898955; 0.00203369
sun; 0.01316; -0.00795667; -0.000324174; 39.4784
jupiter; -3.335; 4.11064; 0.0574647; 0.0376937
saturn; -9.15562; 2.12908; 0.32772; 0.0112863
uranus; -7.69219; 17.1208; 0.162933; 0.00172372
neptune; 26.0239; 14.5983; -0.899033; 0.00203369
sun; 0.0131833; -0.0079359; -0.000324867; 39.4784
jupiter; -3.3567; 4.09458; 0.0580171; 0.0376937
saturn; -9.16134; 2.10926; 0.328292; 0.0112863
uranus; -7.70536; 17.1142; 0.16308; 0.00172372
neptune; 26.0183; 14.6084; -0.89911; 0.00203369
sun; 0.0132064; -0.00791503; -0.000325559; 39.4784
jupiter; -3.37832; 4.07841; 0.0585679; 0.0376937
saturn; -9.16702; 2.08942; 0.328863; 0.0112863
uranus; -7.71852; 17.1077; 0.163226; 0.00172372
neptune; 26.0126; 14.6185; -0.899188; 0.00203369
sun; 0.0132294; -0.00789405; -0.000326248; 39.4784
jupiter; -3.39985; 4.06214; 0.0591171; 0.0376937
saturn; -9.17266; 2.06957; 0.329432; 0.0112863
uranus; -7.73167; 17.1012; 0.163373; 0.00172372
neptune; 26.0069; 14.6286; -0.899265; 0.00203369
sun; 0.0132524; -0.00787296; -0.000326936; 39.4784
jupiter; -3.42129; 4.04575; 0.0596648; 0.0376937
saturn; -9.17825; 2.04972; 0.329999; 0.0112863
uranus; -7.74482; 17.0947; 0.163519; 0.00172372
neptune; 26.0013; 14.6387; -0.899342; 0.00203369
sun; 0.0132752; -0.00785177; -0.000327621; 39.4784
jupiter; -3.44264; 4.02926; 0.0602109; 0.0376937
saturn; -9.1838; 2.02985; 0.330565; 0.0112863
uranus; -7.75797; 17.0881; 0.163665; 0.00172372
neptune; 25.9956; 14.6487; -0.899419; 0.00203369
sun; 0.0132979; -0.00783048; -0.000328305; 39.4784
jupiter; -3.4639; 4.01267; 0.0607554; 0.0376937
saturn; -9.18931; 2.00998; 0.33113; 0.0112863
uranus; -7.77111; 17.0815; 0.163811; 0.00172372
neptune; 25.9899; 14.6588; -0.899496; 0.00203369
sun; 0.0133206; -0.00780908; -0.000328987; 39.4784
jupiter; -3.48507; 3.99596; 0.0612983; 0.0376937
saturn; -9.19477; 1.99009; 0.331692; 0.0112863
uranus; -7.78425; 17.075; 0.163957; 0.00172372
neptune; 25.9842; 14.6689; -0.899573; 0.00203369
sun; 0.0133431; -0.00778757; -0.000329666; 39.4784
jupiter; -3.50614; 3.97916; 0.0618396; 0.0376937
saturn; -9.20019; 1.9702; 0.332254; 0.0112863
uranus; -7.79738; 17.0684; 0.164103; 0.00172372
neptune; 25.9786; 14.679; -0.899649; 0.00203369
sun; 0.0133656; -0.00776597; -0.000330344; 39.4784
jupiter; -3.52712; 3.96224; 0.0623792; 0.0376937
saturn; -9.20556; 1.95029; 0.332813; 0.0112863
uranus; -7.81051; 17.0618; 0.164249; 0.00172372
neptune; 25.9729; 14.6891; -0.899726; 0.00203369
sun; 0.0133879; -0.00774426; -0.00033102; 39.4784
jupiter; -3.54801; 3.94523; 0.0629173; 0.0376937
saturn; -9.21089; 1.93038; 0.333372; 0.0112863
uranus; -7.82363; 17.0552; 0.164395; 0.00172372
neptune; 25.9672; 14.6991; -0.899802; 0.00203369
sun; 0.0134101; -0.00772245; -0.000331693; 39.4784
jupiter; -3.56881; 3.92811; 0.0634536; 0.0376937
saturn; -9.21618; 1.91046; 0.333928; 0.0112863
uranus; -7.83675; 17.0486; 0.16454; 0.00172372
neptune; 25.9615; 14.7092; -0.899878; 0.00203369
sun; 0.0134323; -0.00770054; -0.000332365; 39.4784
jupiter; -3.58951; 3.91089; 0.0639883; 0.0376937
saturn; -9.22143; 1.89053; 0.334483; 0.0112863
uranus; -7.84986; 17.042; 0.164686; 0.00172372
neptune; 25.9558; 14.7193; -0.899954; 0.00203369
sun; 0.0134543; -0.00767852; -0.000333035; 39.4784
jupiter; -3.61012; 3.89356; 0.0645213; 0.0376937
saturn; -9.22663; 1.87059; 0.335037; 0.0112863
uranus; -7.86297; 17.0353; 0.164831; 0.00172372
neptune; 25.9501; 14.7294; -0.90003; 0.00203369
sun; 0.0134762; -0.00765641; -0.000333702; 39.4784
jupiter; -3.63064; 3.87613; 0.0650526; 0.0376937
saturn; -9.23179; 1.85064; 0.335588; 0.0112863
uranus; -7.87607; 17.0287; 0.164976; 0.00172372
neptune; 25.9444; 14.7394; -0.900106; 0.00203369
sun; 0.013498; -0.0076342; -0.000334368; 39.4784
jupiter; -3.65105; 3.8586; 0.0655822; 0.0376937
saturn; -9.2369; 1.83069; 0.336139; 0.0112863
uranus; -7.88917; 17.022; 0.165122; 0.00172372
neptune; 25.9387; 14.7495; -0.900182; 0.00203369
sun; 0.0135198; -0.00761188; -0.000335031; 39.4784
jupiter; -3.67138; 3.84097; 0.0661101; 0.0376937
saturn; -9.24197; 1.81072; 0.336687; 0.0112863
uranus; -7.90227; 17.0154; 0.165267; 0.00172372
neptune; 25.933; 14.7595; -0.900257; 0.00203369
sun; 0.0135414; -0.00758947; -0.000335692; 39.4784
jupiter; -3.69161; 3.82324; 0.0666363; 0.0376937
saturn; -9.247; 1.79075; 0.337234; 0.0112863
uranus; -7.91536; 17.0087; 0.165412; 0.00172372
neptune; 25.9272; 14.7696; -0.900333; 0.00203369
sun; 0.0135629; -0.00756696; -0.000336351; 39.4784
jupiter; -3.71174; 3.80541; 0.0671607; 0.0376937
saturn; -9.25198; 1.77076; 0.33778; 0.0112863
uranus; -7.92844; 17.002; 0.165557; 0.00172372
neptune; 25.9215; 14.7797; -0.900408; 0.00203369
sun; 0.0135843; -0.00754435; -0.000337008; 39.4784
jupiter; -3.73177; 3.78749; 0.0676834; 0.0376937
saturn; -9.25692; 1.75077; 0.338324; 0.0112863
uranus; -7.94152; 16.9953; 0.165702; 0.00172372
neptune; 25.9158; 14.7897; -0.900483; 0.00203369
sun; 0.0136056; -0.00752165; -0.000337663; 39.4784
jupiter; -3.7517; 3.76946; 0.0682042; 0.0376937
saturn; -9.26182; 1.73077; 0.338866; 0.0112863
uranus; -7.9546; 16.9886; 0.165846; 0.00172372
neptune; 25.9101; 14.7998; -0.900558; 0.00203369
sun; 0.0136268; -0.00749884; -0.000338316; 39.4784
jupiter; -3.77154; 3.75133; 0.0687234; 0.0376937
saturn; -9.26667; 1.71077; 0.339407; 0.0112863
uranus; -7.96767; 16.9819; 0.165991; 0.00172372
neptune; 25.9043; 14.8098; -0.900633; 0.00203369
sun; 0.0136479; -0.00747595; -0.000338966; 39.4784
jupiter; -3.79128; 3.73311; 0.0692407; 0.0376937
saturn; -9.27148; 1.69075; 0.339946; 0.0112863
uranus; -7.98074; 16.9752; 0.166135; 0.00172372
neptune; 25.8986; 14.8199; -0.900708; 0.00203369
sun; 0.0136689; -0.00745295; -0.000339614; 39.4784
jupiter; -3.81092; 3.71479; 0.0697562; 0.0376937
saturn; -9.27625; 1.67073; 0.340484; 0.0112863
uranus; -7.9938; 16.9684; 0.16628; 0.00172372
neptune; 25.8929; 14.8299; -0.900782; 0.00203369
sun; 0.0136897; -0.00742986; -0.000340261; 39.4784
jupiter; -3.83046; 3.69637; 0.0702698; 0.0376937
saturn; -9.28097; 1.6507; 0.341019; 0.0112863
uranus; -8.00686; 16.9617; 0.166424; 0.00172372
neptune; 25.8871; 14.84; -0.900857; 0.00203369
sun; 0.0137105; -0.00740668; -0.000340905; 39.4784
jupiter; -3.84991; 3.67785; 0.0707817; 0.0376937
saturn; -9.28565; 1.63066; 0.341554; 0.0112863
uranus; -8.01991; 16.9549; 0.166568; 0.00172372
neptune; 25.8814; 14.85; -0.900931; 0.00203369
sun; 0.0137312; -0.0073834; -0.000341546; 39.4784
jupiter; -3.86925; 3.65924; 0.0712917; 0.0376937
saturn; -9.29028; 1.61061; 0.342086; 0.0112863
uranus; -8.03295; 16.9482; 0.166712; 0.00172372
neptune; 25.8756; 14.86; -0.901005; 0.00203369
sun; 0.0137517; -0.00736003; -0.000342186; 39.4784
jupiter; -3.88849; 3.64054; 0.0717999; 0.0376937
saturn; -9.29488; 1.59056; 0.342618; 0.0112863
uranus; -8.046; 16.9414; 0.166857; 0.00172372
neptune; 25.8699; 14.8701; -0.901079; 0.00203369
sun; 0.0137721; -0.00733657; -0.000342823; 39.4784
jupiter; -3.90763; 3.62174; 0.0723062; 0.0376937
saturn; -9.29942; 1.5705; 0.343147; 0.0112863
uranus; -8.05903; 16.9346; 0.167; 0.00172372
neptune; 25.8641; 14.8801; -0.901153; 0.00203369
sun; 0.0137925; -0.00731301; -0.000343458; 39.4784
jupiter; -3.92667; 3.60285; 0.0728106; 0.0376937
saturn; -9.30393; 1.55043; 0.343675; 0.0112863
uranus; -8.07207; 16.9278; 0.167144; 0.00172372
neptune; 25.8583; 14.8901; -0.901227; 0.00203369
sun; 0.0138127; -0.00728936; -0.000344091; 39.4784
jupiter; -3.94561; 3.58386; 0.0733131; 0.0376937
saturn; -9.30839; 1.53035; 0.344201; 0.0112863
uranus; -8.0851; 16.921; 0.167288; 0.00172372
neptune; 25.8526; 14.9002; -0.9013; 0.00203369
sun; 0.0138328; -0.00726562; -0.000344721; 39.4784
jupiter; -3.96444; 3.56478; 0.0738137; 0.0376937
saturn; -9.3128; 1.51027; 0.344726; 0.0112863
uranus; -8.09812; 16.9142; 0.167432; 0.00172372
neptune; 25.8468; 14.9102; -0.901374; 0.00203369
sun; 0.0138528; -0.00724179; -0.000345349; 39.4784
jupiter; -3.98317; 3.54561; 0.0743124; 0.0376937
saturn; -9.31718; 1.49018; 0.345249; 0.0112863
uranus; -8.11114; 16.9074; 0.167575; 0.00172372
neptune; 25.841; 14.9202; -0.901447; 0.00203369
sun; 0.0138727; -0.00721787; -0.000345975; 39.4784
jupiter; -4.0018; 3.52635; 0.0748092; 0.0376937
saturn; -9.32151; 1.47008; 0.34577; 0.0112863
uranus; -8.12415; 16.9005; 0.167719; 0.00172372
neptune; 25.8352; 14.9303; -0.901521; 0.00203369
sun; 0.0138925; -0.00719386; -0.000346599; 39.4784
jupiter; -4.02033; 3.50699; 0.0753041; 0.0376937
saturn; -9.32579; 1.44998; 0.34629; 0.0112863
uranus; -8.13716; 16.8937; 0.167862; 0.00172372
neptune; 25.8294; 14.9403; -0.901594; 0.00203369
sun; 0.0139121; -0.00716977; -0.00034722; 39.4784
jupiter; -4.03875; 3.48755; 0.075797; 0.0376937
saturn; -9.33003; 1.42987; 0.346808; 0.0112863
uranus; -8.15016; 16.8868; 0.168005; 0.00172372
neptune; 25.8237; 14.9503; -0.901667; 0.00203369
sun; 0.0139317; -0.00714558; -0.000347839; 39.4784
jupiter; -4.05706; 3.46801; 0.0762879; 0.0376937
saturn; -9.33423; 1.40975; 0.347325; 0.0112863
uranus; -8.16316; 16.88; 0.168148; 0.00172372
neptune; 25.8179; 14.9603; -0.90174; 0.00203369
sun; 0.0139511; -0.0071213; -0.000348456; 39.4784
jupiter; -4.07528; 3.44839; 0.0767769; 0.0376937
saturn; -9.33839; 1.38963; 0.34784; 0.0112863
uranus; -8.17615; 16.8731; 0.168291; 0.00172372
neptune; 25.8121; 14.9703; -0.901812; 0.00203369
sun; 0.0139705; -0.00709694; -0.00034907; 39.4784
jupiter; -4.09338; 3.42867; 0.0772638; 0.0376937
saturn; -9.3425; 1.3695; 0.348353; 0.0112863
uranus; -8.18914; 16.8662; 0.168434; 0.00172372
neptune; 25.8063; 14.9803; -0.901885; 0.00203369
sun; 0.0139897; -0.00707249; -0.000349682; 39.4784
jupiter; -4.11138; 3.40887; 0.0777488; 0.0376937
saturn; -9.34657; 1.34936; 0.348865; 0.0112863
uranus; -8.20213; 16.8593; 0.168577; 0.00172372
neptune; 25.8005; 14.9904; -0.901957; 0.00203369
sun; 0.0140088; -0.00704796; -0.000350291; 39.4784
jupiter; -4.12928; 3.38898; 0.0782318; 0.0376937
saturn; -9.35059; 1.32922; 0.349375; 0.0112863
uranus; -8.21511; 16.8524; 0.16872; 0.00172372
neptune; 25.7947; 15.0004; -0.90203; 0.00203369
sun; 0.0140278; -0.00702334; -0.000350898; 39.4784
jupiter; -4.14707; 3.36901; 0.0787128; 0.0376937
saturn; -9.35457; 1.30907; 0.349883; 0.0112863
uranus; -8.22808; 16.8455; 0.168862; 0.00172372
neptune; 25.7889; 15.0104; -0.902102; 0.00203369
sun; 0.0140467; -0.00699863; -0.000351503; 39.4784
jupiter; -4.16475; 3.34894; 0.0791917; 0.0376937
saturn; -9.35851; 1.28892; 0.35039; 0.0112863
uranus; -8.24105; 16.8386; 0.169005; 0.00172372
neptune; 25.783; 15.0204; -0.902174; 0.00203369
sun; 0.0140654; -0.00697384; -0.000352105; 39.4784
jupiter; -4.18233; 3.32879; 0.0796687; 0.0376937
saturn; -9.3624; 1.26876; 0.350895; 0.0112863
uranus; -8.25401; 16.8316; 0.169147; 0.00172372
neptune; 25.7772; 15.0304; -0.902246; 0.00203369
sun; 0.0140841; -0.00694897; -0.000352705; 39.4784
jupiter; -4.1998; 3.30856; 0.0801435; 0.0376937
saturn; -9.36625; 1.24859; 0.351398; 0.0112863
uranus; -8.26697; 16.8247; 0.16929; 0.00172372
neptune; 25.7714; 15.0404; -0.902317; 0.00203369
sun; 0.0141026; -0.00692401; -0.000353302; 39.4784
jupiter; -4.21716; 3.28824; 0.0806163; 0.0376937
saturn; -9.37005; 1.22842; 0.3519; 0.0112863
uranus; -8.27993; 16.8177; 0.169432; 0.00172372
neptune; 25.7656; 15.0504; -0.902389; 0.00203369
sun; 0.014121; -0.00689897; -0.000353897; 39.4784
jupiter; -4.23441; 3.26783; 0.0810871; 0.0376937
saturn; -9.37381; 1.20824; 0.3524; 0.0112863
uranus; -8.29288; 16.8107; 0.169574; 0.00172372
neptune; 25.7598; 15.0604; -0.902461; 0.00203369
sun; 0.0141393; -0.00687385; -0.00035449; 39.4784
jupiter; -4.25155; 3.24735; 0.0815557; 0.0376937
saturn; -9.37753; 1.18805; 0.352899; 0.0112863
uranus; -8.30582; 16.8038; 0.169716; 0.00172372
neptune; 25.7539; 15.0704; -0.902532; 0.00203369
sun; 0.0141575; -0.00684865; -0.00035508; 39.4784
jupiter; -4.26858; 3.22678; 0.0820223; 0.0376937
saturn; -9.3812; 1.16786; 0.353396; 0.0112863
uranus; -8.31876; 16.7968; 0.169858; 0.00172372
neptune; 25.7481; 15.0804; -0.902603; 0.00203369
sun; 0.0141755; -0.00682336; -0.000355668; 39.4784
jupiter; -4.28551; 3.20612; 0.0824867; 0.0376937
saturn; -9.38483; 1.14767; 0.353891; 0.0112863
uranus; -8.33169; 16.7898; 0.17; 0.00172372
neptune; 25.7422; 15.0903; -0.902674; 0.00203369
sun; 0.0141935; -0.006798; -0.000356253; 39.4784
jupiter; -4.30233; 3.18539; 0.0829491; 0.0376937
saturn; -9.38842; 1.12747; 0.354385; 0.0112863
uranus; -8.34462; 16.7828; 0.170141; 0.00172372
neptune; 25.7364; 15.1003; -0.902745; 0.00203369
sun; 0.0142113; -0.00677256; -0.000356835; 39.4784
jupiter; -4.31903; 3.16457; 0.0834093; 0.0376937
saturn; -9.39196; 1.10726; 0.354877; 0.0112863
uranus; -8.35755; 16.7758; 0.170283; 0.00172372
neptune; 25.7306; 15.1103; -0.902816; 0.00203369
sun; 0.014229; -0.00674703; -0.000357415; 39.4784
jupiter; -4.33563; 3.14367; 0.0838674; 0.0376937
saturn; -9.39546; 1.08705; 0.355367; 0.0112863
uranus; -8.37047; 16.7687; 0.170424; 0.00172372
neptune; 25.7247; 15.1203; -0.902887; 0.00203369
sun; 0.0142466; -0.00672143; -0.000357993; 39.4784
jupiter; -4.35211; 3.12269; 0.0843233; 0.0376937
saturn; -9.39892; 1.06684; 0.355856; 0.0112863
uranus; -8.38338; 16.7617; 0.170566; 0.00172372
neptune; 25.7188; 15.1303; -0.902957; 0.00203369
sun; 0.0142641; -0.00669575; -0.000358568; 39.4784
jupiter; -4.36848; 3.10164; 0.0847771; 0.0376937
saturn; -9.40233; 1.04662; 0.356343; 0.0112863
uranus; -8.39629; 16.7546; 0.170707; 0.00172372
neptune; 25.713; 15.1403; -0.903028; 0.00203369
sun; 0.0142814; -0.00666999; -0.00035914; 39.4784
jupiter; -4.38474; 3.0805; 0.0852288; 0.0376937
saturn; -9.4057; 1.02639; 0.356828; 0.0112863
uranus; -8.4092; 16.7476; 0.170848; 0.00172372
neptune; 25.7071; 15.1502; -0.903098; 0.00203369
sun; 0.0142987; -0.00664416; -0.00035971; 39.4784
jupiter; -4.40089; 3.05929; 0.0856782; 0.0376937
saturn; -9.40902; 1.00616; 0.357312; 0.0112863
uranus; -8.42209; 16.7405; 0.170989; 0.00172372
neptune; 25.7013; 15.1602; -0.903168; 0.00203369
sun; 0.0143158; -0.00661825; -0.000360278; 39.4784
jupiter; -4.41693; 3.03799; 0.0861255; 0.0376937
saturn; -9.4123; 0.985927; 0.357794; 0.0112863
uranus; -8.43499; 16.7334; 0.17113; 0.00172372
neptune; 25.6954; 15.1702; -0.903238; 0.00203369
sun; 0.0143328; -0.00659226; -0.000360843; 39.4784
jupiter; -4.43286; 3.01662; 0.0865706; 0.0376937
saturn; -9.41554; 0.965688; 0.358274; 0.0112863
uranus; -8.44788; 16.7264; 0.171271; 0.00172372
neptune; 25.6895; 15.1801; -0.903308; 0.00203369
sun; 0.0143497; -0.0065662; -0.000361405; 39.4784
jupiter; -4.44867; 2.99517; 0.0870134; 0.0376937
saturn; -9.41873; 0.945444; 0.358753; 0.0112863
uranus; -8.46076; 16.7193; 0.171412; 0.00172372
neptune; 25.6836; 15.1901; -0.903378; 0.00203369
sun; 0.0143664; -0.00654006; -0.000361965; 39.4784
jupiter; -4.46437; 2.97365; 0.0874541; 0.0376937
saturn; -9.42188; 0.925196; 0.35923; 0.0112863
uranus; -8.47364; 16.7122; 0.171553; 0.00172372
neptune; 25.6777; 15.2001; -0.903447; 0.00203369
sun; 0.0143831; -0.00651385; -0.000362522; 39.4784
jupiter; -4.47995; 2.95205; 0.0878925; 0.0376937
saturn; -9.42499; 0.904944; 0.359705; 0.0112863
uranus; -8.48651; 16.705; 0.171693; 0.00172372
neptune; 25.6719; 15.21; -0.903517; 0.00203369
sun; 0.0143996; -0.00648757; -0.000363076; 39.4784
jupiter; -4.49543; 2.93038; 0.0883287; 0.0376937
saturn; -9.42805; 0.884688; 0.360179; 0.0112863
uranus; -8.49938; 16.6979; 0.171834; 0.00172372
neptune; 25.666; 15.22; -0.903586; 0.00203369
sun; 0.014416; -0.00646121; -0.000363628; 39.4784
jupiter; -4.51078; 2.90863; 0.0887627; 0.0376937
saturn; -9.43107; 0.864427; 0.360651; 0.0112863
uranus; -8.51225; 16.6908; 0.171974; 0.00172372
neptune; 25.6601; 15.2299; -0.903656; 0.00203369
sun; 0.0144322; -0.00643479; -0.000364177; 39.4784
jupiter; -4.52603; 2.88681; 0.0891944; 0.0376937
saturn; -9.43404; 0.844163; 0.361121; 0.0112863
uranus; -8.52511; 16.6836; 0.172114; 0.00172372
neptune; 25.6542; 15.2399; -0.903725; 0.00203369
sun; 0.0144484; -0.00640829; -0.000364724; 39.4784
jupiter; -4.54115; 2.86491; 0.0896238; 0.0376937
saturn; -9.43697; 0.823894; 0.36159; 0.0112863
uranus; -8.53796; 16.6765; 0.172255; 0.00172372
neptune; 25.6483; 15.2499; -0.903794; 0.00203369
sun; 0.0144644; -0.00638172; -0.000365268; 39.4784
jupiter; -4.55617; 2.84295; 0.090051; 0.0376937
saturn; -9.43986; 0.803622; 0.362057; 0.0112863
uranus; -8.55081; 16.6693; 0.172395; 0.00172372
neptune; 25.6424; 15.2598; -0.903862; 0.00203369
sun; 0.0144803; -0.00635507; -0.000365809; 39.4784
jupiter; -4.57107; 2.82091; 0.0904759; 0.0376937
saturn; -9.4427; 0.783347; 0.362522; 0.0112863
uranus; -8.56365; 16.6621; 0.172535; 0.00172372
neptune; 25.6365; 15.2698; -0.903931; 0.00203369
sun; 0.0144961; -0.00632836; -0.000366348; 39.4784
jupiter; -4.58585; 2.79879; 0.0908985; 0.0376937
saturn; -9.4455; 0.763067; 0.362986; 0.0112863
uranus; -8.57649; 16.6549; 0.172674; 0.00172372
neptune; 25.6305; 15.2797; -0.904; 0.00203369
sun; 0.0145117; -0.00630158; -0.000366884; 39.4784
jupiter; -4.60051; 2.77661; 0.0913188; 0.0376937
saturn; -9.44826; 0.742784; 0.363448; 0.0112863
uranus; -8.58932; 16.6477; 0.172814; 0.00172372
neptune; 25.6246; 15.2896; -0.904068; 0.00203369
sun; 0.0145273; -0.00627474; -0.000367417; 39.4784
jupiter; -4.61506; 2.75436; 0.0917368; 0.0376937
saturn; -9.45097; 0.722498; 0.363908; 0.0112863
uranus; -8.60215; 16.6405; 0.172954; 0.00172372
neptune; 25.6187; 15.2996; -0.904136; 0.00203369
sun; 0.0145427; -0.00624782; -0.000367947; 39.4784
jupiter; -4.6295; 2.73204; 0.0921524; 0.0376937
saturn; -9.45364; 0.702208; 0.364367; 0.0112863
uranus; -8.61497; 16.6333; 0.173093; 0.00172372
neptune; 25.6128; 15.3095; -0.904204; 0.00203369
sun; 0.014558; -0.00622084; -0.000368475; 39.4784
jupiter; -4.64381; 2.70965; 0.0925658; 0.0376937
saturn; -9.45626; 0.681916; 0.364824; 0.0112863
uranus; -8.62779; 16.6261; 0.173233; 0.00172372
neptune; 25.6069; 15.3195; -0.904272; 0.00203369
sun; 0.0145731; -0.00619379; -0.000369; 39.4784
jupiter; -4.65801; 2.68719; 0.0929768; 0.0376937
saturn; -9.45884; 0.66162; 0.365279; 0.0112863
uranus; -8.6406; 16.6188; 0.173372; 0.00172372
neptune; 25.6009; 15.3294; -0.90434; 0.00203369
sun; 0.0145882; -0.00616667; -0.000369523; 39.4784
jupiter; -4.67209; 2.66466; 0.0933855; 0.0376937
saturn; -9.46138; 0.641321; 0.365732; 0.0112863
uranus; -8.65341; 16.6116; 0.173511; 0.00172372
neptune; 25.595; 15.3393; -0.904408; 0.00203369
sun; 0.0146031; -0.00613949; -0.000370042; 39.4784
jupiter; -4.68606; 2.64207; 0.0937918; 0.0376937
saturn; -9.46387; 0.621019; 0.366184; 0.0112863
uranus; -8.66621; 16.6043; 0.173651; 0.00172372
neptune; 25.5891; 15.3493; -0.904476; 0.00203369
sun; 0.0146179; -0.00611224; -0.000370559; 39.4784
jupiter; -4.6999; 2.61941; 0.0941957; 0.0376937
saturn; -9.46632; 0.600715; 0.366634; 0.0112863
uranus; -8.67901; 16.5971; 0.17379; 0.00172372
neptune; 25.5831; 15.3592; -0.904543; 0.00203369
sun; 0.0146325; -0.00608493; -0.000371074; 39.4784
jupiter; -4.71363; 2.59668; 0.0945973; 0.0376937
saturn; -9.46873; 0.580407; 0.367083; 0.0112863
uranus; -8.6918; 16.5898; 0.173928; 0.00172372
neptune; 25.5772; 15.3691; -0.904611; 0.00203369
sun; 0.0146471; -0.00605756; -0.000371585; 39.4784
jupiter; -4.72724; 2.57389; 0.0949965; 0.0376937
saturn; -9.47109; 0.560097; 0.367529; 0.0112863
uranus; -8.70458; 16.5825; 0.174067; 0.00172372
neptune; 25.5712; 15.379; -0.904678; 0.00203369
sun; 0.0146615; -0.00603012; -0.000372094; 39.4784
jupiter; -4.74073; 2.55103; 0.0953933; 0.0376937
saturn; -9.47341; 0.539785; 0.367975; 0.0112863
uranus; -8.71737; 16.5752; 0.174206; 0.00172372
neptune; 25.5653; 15.3889; -0.904745; 0.00203369
sun; 0.0146757; -0.00600262; -0.0003726; 39.4784
jupiter; -4.7541; 2.52811; 0.0957877; 0.0376937
saturn; -9.47569; 0.51947; 0.368418; 0.0112863
uranus; -8.73014; 16.5679; 0.174345; 0.00172372
neptune; 25.5593; 15.3989; -0.904812; 0.00203369
sun; 0.0146899; -0.00597506; -0.000373103; 39.4784
jupiter; -4.76735; 2.50513; 0.0961796; 0.0376937
saturn; -9.47792; 0.499152; 0.36886; 0.0112863
uranus; -8.74291; 16.5606; 0.174483; 0.00172372
neptune; 25.5533; 15.4088; -0.904879; 0.00203369
sun; 0.0147039; -0.00594743; -0.000373603; 39.4784
jupiter; -4.78048; 2.48208; 0.0965692; 0.0376937
saturn; -9.48011; 0.478833; 0.369299; 0.0112863
uranus; -8.75568; 16.5532; 0.174621; 0.00172372
neptune; 25.5474; 15.4187; -0.904945; 0.00203369
sun; 0.0147178; -0.00591975; -0.000374101; 39.4784
jupiter; -4.7935; 2.45897; 0.0969564; 0.0376937
saturn; -9.48225; 0.458511; 0.369738; 0.0112863
