Name of the body; position x; position y; position z; mass of the body
jupiter; -5.14673; -1.87026; 0.122944; 0.0376937
saturn; 6.83087; 6.14093; -0.378632; 0.0112863
uranus; 5.51902; 18.5339; -0.00312626; 0.00172372
neptune; 29.5277; 4.4006; -0.769876; 0.00203369
sun; 0.0095585; -0.00291112; -0.000184155; 39.4784
jupiter; -5.13768; -1.89477; 0.122843; 0.0376937
saturn; 6.81611; 6.15604; -0.378306; 0.0112863
uranus; 5.50519; 18.5374; -0.00293401; 0.00172372
neptune; 29.5259; 4.41203; -0.770071; 0.00203369
sun; 0.00955467; -0.00289282; -0.000184148; 39.4784
jupiter; -5.12851; -1.91923; 0.122739; 0.0376937
saturn; 6.80131; 6.17113; -0.377979; 0.0112863
uranus; 5.49135; 18.5408; -0.00274177; 0.00172372
neptune; 29.5242; 4.42346; -0.770266; 0.00203369
sun; 0.00955073; -0.00287455; -0.000184138; 39.4784
jupiter; -5.11922; -1.94364; 0.122633; 0.0376937
saturn; 6.78648; 6.18618; -0.37765; 0.0112863
uranus; 5.47751; 18.5443; -0.00254952; 0.00172372
neptune; 29.5224; 4.4349; -0.770461; 0.00203369
sun; 0.00954669; -0.00285632; -0.000184127; 39.4784
jupiter; -5.1098; -1.968; 0.122524; 0.0376937
saturn; 6.77161; 6.2012; -0.377319; 0.0112863
uranus; 5.46366; 18.5477; -0.00235727; 0.00172372
neptune; 29.5207; 4.44633; -0.770655; 0.00203369
sun; 0.00954254; -0.00283813; -0.000184113; 39.4784
jupiter; -5.10026; -1.99232; 0.122411; 0.0376937
saturn; 6.75671; 6.21619; -0.376986; 0.0112863
uranus; 5.44982; 18.5511; -0.00216502; 0.00172372
neptune; 29.5189; 4.45776; -0.77085; 0.00203369
sun; 0.00953828; -0.00281997; -0.000184097; 39.4784
jupiter; -5.0906; -2.0166; 0.122296; 0.0376937
saturn; 6.74177; 6.23115; -0.376651; 0.0112863
uranus; 5.43597; 18.5545; -0.00197277; 0.00172372
neptune; 29.5171; 4.46919; -0.771044; 0.00203369
sun; 0.00953391; -0.00280184; -0.000184079; 39.4784
jupiter; -5.08082; -2.04082; 0.122178; 0.0376937
saturn; 6.7268; 6.24607; -0.376314; 0.0112863
uranus; 5.42212; 18.5579; -0.00178052; 0.00172372
neptune; 29.5154; 4.48062; -0.771239; 0.00203369
sun; 0.00952944; -0.00278376; -0.000184059; 39.4784
jupiter; -5.07092; -2.06499; 0.122056; 0.0376937
saturn; 6.7118; 6.26097; -0.375975; 0.0112863
uranus; 5.40826; 18.5613; -0.00158827; 0.00172372
neptune; 29.5136; 4.49205; -0.771433; 0.00203369
sun; 0.00952486; -0.00276571; -0.000184036; 39.4784
jupiter; -5.06089; -2.08912; 0.121932; 0.0376937
saturn; 6.69676; 6.27583; -0.375634; 0.0112863
uranus; 5.3944; 18.5647; -0.00139601; 0.00172372
neptune; 29.5118; 4.50347; -0.771627; 0.00203369
sun; 0.00952018; -0.00274769; -0.000184011; 39.4784
jupiter; -5.05074; -2.11319; 0.121805; 0.0376937
saturn; 6.68169; 6.29066; -0.375291; 0.0112863
uranus; 5.38054; 18.5681; -0.00120376; 0.00172372
neptune; 29.51; 4.5149; -0.771821; 0.00203369
sun; 0.00951539; -0.00272972; -0.000183984; 39.4784
jupiter; -5.04047; -2.13722; 0.121675; 0.0376937
saturn; 6.66658; 6.30546; -0.374947; 0.0112863
uranus; 5.36667; 18.5714; -0.00101151; 0.00172372
neptune; 29.5082; 4.52633; -0.772015; 0.00203369
sun; 0.0095105; -0.00271179; -0.000183955; 39.4784
jupiter; -5.03008; -2.16119; 0.121543; 0.0376937
saturn; 6.65144; 6.32022; -0.3746; 0.0112863
uranus; 5.35281; 18.5748; -0.000819253; 0.00172372
neptune; 29.5064; 4.53775; -0.772209; 0.00203369
sun; 0.0095055; -0.00269389; -0.000183923; 39.4784
jupiter; -5.01957; -2.18512; 0.121407; 0.0376937
saturn; 6.63626; 6.33496; -0.374252; 0.0112863
uranus; 5.33894; 18.5781; -0.000626999; 0.00172372
neptune; 29.5046; 4.54918; -0.772402; 0.00203369
sun; 0.0095004; -0.00267604; -0.000183889; 39.4784
jupiter; -5.00894; -2.20899; 0.121268; 0.0376937
saturn; 6.62105; 6.34966; -0.373901; 0.0112863
uranus; 5.32506; 18.5815; -0.000434745; 0.00172372
neptune; 29.5028; 4.5606; -0.772596; 0.00203369
sun; 0.00949519; -0.00265823; -0.000183853; 39.4784
jupiter; -4.99819; -2.2328; 0.121127; 0.0376937
saturn; 6.60581; 6.36433; -0.373549; 0.0112863
uranus; 5.31119; 18.5848; -0.000242491; 0.00172372
neptune; 29.501; 4.57203; -0.772789; 0.00203369
sun; 0.00948988; -0.00264045; -0.000183815; 39.4784
jupiter; -4.98732; -2.25657; 0.120982; 0.0376937
saturn; 6.59053; 6.37896; -0.373195; 0.0112863
uranus; 5.29731; 18.5881; -5.02376e-05; 0.00172372
neptune; 29.4992; 4.58345; -0.772982; 0.00203369
sun; 0.00948446; -0.00262272; -0.000183775; 39.4784
jupiter; -4.97633; -2.28028; 0.120835; 0.0376937
saturn; 6.57522; 6.39357; -0.372839; 0.0112863
uranus; 5.28343; 18.5914; 0.000142016; 0.00172372
neptune; 29.4974; 4.59487; -0.773176; 0.00203369
sun; 0.00947894; -0.00260504; -0.000183732; 39.4784
jupiter; -4.96522; -2.30393; 0.120684; 0.0376937
saturn; 6.55988; 6.40814; -0.372481; 0.0112863
uranus; 5.26954; 18.5947; 0.000334269; 0.00172372
neptune; 29.4956; 4.6063; -0.773369; 0.00203369
sun; 0.00947331; -0.00258739; -0.000183687; 39.4784
jupiter; -4.95399; -2.32753; 0.120531; 0.0376937
saturn; 6.5445; 6.42268; -0.372121; 0.0112863
uranus; 5.25565; 18.598; 0.000526522; 0.00172372
neptune; 29.4938; 4.61772; -0.773562; 0.00203369
sun; 0.00946758; -0.00256979; -0.00018364; 39.4784
jupiter; -4.94264; -2.35108; 0.120375; 0.0376937
saturn; 6.52909; 6.43718; -0.371759; 0.0112863
uranus; 5.24176; 18.6013; 0.000718774; 0.00172372
neptune; 29.4919; 4.62914; -0.773754; 0.00203369
sun; 0.00946175; -0.00255223; -0.000183591; 39.4784
jupiter; -4.93117; -2.37456; 0.120216; 0.0376937
saturn; 6.51365; 6.45165; -0.371395; 0.0112863
uranus; 5.22787; 18.6045; 0.000911025; 0.00172372
neptune; 29.4901; 4.64056; -0.773947; 0.00203369
sun; 0.00945582; -0.00253472; -0.000183539; 39.4784
jupiter; -4.91959; -2.39799; 0.120054; 0.0376937
saturn; 6.49817; 6.46609; -0.37103; 0.0112863
uranus; 5.21397; 18.6078; 0.00110328; 0.00172372
neptune; 29.4883; 4.65198; -0.77414; 0.00203369
sun; 0.00944978; -0.00251725; -0.000183485; 39.4784
jupiter; -4.90789; -2.42137; 0.11989; 0.0376937
saturn; 6.48266; 6.4805; -0.370662; 0.0112863
uranus; 5.20007; 18.611; 0.00129553; 0.00172372
neptune; 29.4864; 4.66339; -0.774332; 0.00203369
sun; 0.00944364; -0.00249983; -0.000183429; 39.4784
jupiter; -4.89606; -2.44468; 0.119722; 0.0376937
saturn; 6.46712; 6.49487; -0.370293; 0.0112863
uranus; 5.18617; 18.6142; 0.00148777; 0.00172372
neptune; 29.4846; 4.67481; -0.774525; 0.00203369
sun; 0.00943739; -0.00248245; -0.000183371; 39.4784
jupiter; -4.88413; -2.46794; 0.119552; 0.0376937
saturn; 6.45154; 6.50921; -0.369922; 0.0112863
uranus; 5.17227; 18.6175; 0.00168002; 0.00172372
neptune; 29.4827; 4.68623; -0.774717; 0.00203369
sun; 0.00943105; -0.00246512; -0.000183311; 39.4784
jupiter; -4.87207; -2.49114; 0.119378; 0.0376937
saturn; 6.43593; 6.52352; -0.369548; 0.0112863
uranus; 5.15836; 18.6207; 0.00187227; 0.00172372
neptune; 29.4809; 4.69765; -0.774909; 0.00203369
sun; 0.0094246; -0.00244783; -0.000183248; 39.4784
jupiter; -4.8599; -2.51428; 0.119202; 0.0376937
saturn; 6.42029; 6.53779; -0.369173; 0.0112863
uranus; 5.14445; 18.6239; 0.00206451; 0.00172372
neptune; 29.479; 4.70906; -0.775101; 0.00203369
sun; 0.00941805; -0.0024306; -0.000183184; 39.4784
jupiter; -4.84761; -2.53736; 0.119023; 0.0376937
saturn; 6.40461; 6.55203; -0.368796; 0.0112863
uranus; 5.13053; 18.6271; 0.00225676; 0.00172372
neptune; 29.4771; 4.72048; -0.775293; 0.00203369
sun; 0.0094114; -0.00241341; -0.000183117; 39.4784
jupiter; -4.8352; -2.56037; 0.118841; 0.0376937
saturn; 6.3889; 6.56623; -0.368418; 0.0112863
uranus; 5.11662; 18.6302; 0.002449; 0.00172372
neptune; 29.4753; 4.73189; -0.775485; 0.00203369
sun; 0.00940465; -0.00239627; -0.000183048; 39.4784
jupiter; -4.82268; -2.58333; 0.118656; 0.0376937
saturn; 6.37316; 6.58041; -0.368037; 0.0112863
uranus; 5.1027; 18.6334; 0.00264124; 0.00172372
neptune; 29.4734; 4.7433; -0.775676; 0.00203369
sun; 0.00939779; -0.00237918; -0.000182976; 39.4784
jupiter; -4.81004; -2.60622; 0.118469; 0.0376937
saturn; 6.35739; 6.59454; -0.367654; 0.0112863
uranus; 5.08878; 18.6366; 0.00283348; 0.00172372
neptune; 29.4715; 4.75472; -0.775868; 0.00203369
sun; 0.00939084; -0.00236213; -0.000182903; 39.4784
jupiter; -4.79728; -2.62905; 0.118278; 0.0376937
saturn; 6.34158; 6.60865; -0.36727; 0.0112863
uranus; 5.07485; 18.6397; 0.00302571; 0.00172372
neptune; 29.4696; 4.76613; -0.776059; 0.00203369
sun; 0.00938379; -0.00234514; -0.000182827; 39.4784
jupiter; -4.78441; -2.65182; 0.118085; 0.0376937
saturn; 6.32574; 6.62272; -0.366883; 0.0112863
uranus; 5.06093; 18.6428; 0.00321795; 0.00172372
neptune; 29.4678; 4.77754; -0.776251; 0.00203369
sun; 0.00937663; -0.0023282; -0.00018275; 39.4784
jupiter; -4.77143; -2.67453; 0.117889; 0.0376937
saturn; 6.30987; 6.63675; -0.366495; 0.0112863
uranus; 5.047; 18.646; 0.00341018; 0.00172372
neptune; 29.4659; 4.78895; -0.776442; 0.00203369
sun; 0.00936938; -0.00231131; -0.00018267; 39.4784
jupiter; -4.75833; -2.69717; 0.11769; 0.0376937
saturn; 6.29397; 6.65076; -0.366105; 0.0112863
uranus; 5.03306; 18.6491; 0.00360241; 0.00172372
neptune; 29.464; 4.80036; -0.776633; 0.00203369
sun; 0.00936202; -0.00229447; -0.000182588; 39.4784
jupiter; -4.74511; -2.71974; 0.117488; 0.0376937
saturn; 6.27803; 6.66472; -0.365713; 0.0112863
uranus; 5.01913; 18.6522; 0.00379464; 0.00172372
neptune; 29.4621; 4.81177; -0.776824; 0.00203369
sun; 0.00935457; -0.00227769; -0.000182503; 39.4784
jupiter; -4.73179; -2.74225; 0.117283; 0.0376937
saturn; 6.26206; 6.67866; -0.365319; 0.0112863
uranus; 5.00519; 18.6553; 0.00398687; 0.00172372
neptune; 29.4602; 4.82318; -0.777015; 0.00203369
sun; 0.00934701; -0.00226095; -0.000182417; 39.4784
jupiter; -4.71834; -2.7647; 0.117076; 0.0376937
saturn; 6.24606; 6.69256; -0.364923; 0.0112863
uranus; 4.99125; 18.6584; 0.00417909; 0.00172372
neptune; 29.4583; 4.83459; -0.777206; 0.00203369
sun; 0.00933936; -0.00224427; -0.000182328; 39.4784
jupiter; -4.70479; -2.78708; 0.116865; 0.0376937
saturn; 6.23003; 6.70642; -0.364525; 0.0112863
uranus; 4.9773; 18.6615; 0.00437131; 0.00172372
neptune; 29.4563; 4.84599; -0.777396; 0.00203369
sun; 0.00933161; -0.00222764; -0.000182238; 39.4784
jupiter; -4.69112; -2.80939; 0.116652; 0.0376937
saturn; 6.21396; 6.72025; -0.364126; 0.0112863
uranus; 4.96336; 18.6645; 0.00456353; 0.00172372
neptune; 29.4544; 4.8574; -0.777587; 0.00203369
sun; 0.00932376; -0.00221107; -0.000182145; 39.4784
jupiter; -4.67734; -2.83163; 0.116436; 0.0376937
saturn; 6.19787; 6.73405; -0.363724; 0.0112863
uranus; 4.94941; 18.6676; 0.00475574; 0.00172372
neptune; 29.4525; 4.86881; -0.777777; 0.00203369
sun; 0.00931581; -0.00219455; -0.00018205; 39.4784
jupiter; -4.66344; -2.85381; 0.116217; 0.0376937
saturn; 6.18174; 6.74781; -0.363321; 0.0112863
uranus; 4.93546; 18.6706; 0.00494796; 0.00172372
neptune; 29.4506; 4.88021; -0.777968; 0.00203369
sun; 0.00930777; -0.00217809; -0.000181953; 39.4784
jupiter; -4.64943; -2.87592; 0.115996; 0.0376937
saturn; 6.16558; 6.76154; -0.362916; 0.0112863
uranus; 4.9215; 18.6737; 0.00514016; 0.00172372
neptune; 29.4486; 4.89162; -0.778158; 0.00203369
sun; 0.00929962; -0.00216168; -0.000181854; 39.4784
jupiter; -4.63531; -2.89795; 0.115772; 0.0376937
saturn; 6.14939; 6.77523; -0.362509; 0.0112863
uranus; 4.90754; 18.6767; 0.00533237; 0.00172372
neptune; 29.4467; 4.90302; -0.778348; 0.00203369
sun; 0.00929138; -0.00214533; -0.000181752; 39.4784
jupiter; -4.62108; -2.91992; 0.115544; 0.0376937
saturn; 6.13316; 6.78888; -0.3621; 0.0112863
uranus; 4.89358; 18.6797; 0.00552457; 0.00172372
neptune; 29.4448; 4.91442; -0.778538; 0.00203369
sun; 0.00928305; -0.00212903; -0.000181649; 39.4784
jupiter; -4.60674; -2.94182; 0.115314; 0.0376937
saturn; 6.11691; 6.80251; -0.361689; 0.0112863
uranus; 4.87962; 18.6827; 0.00571677; 0.00172372
neptune; 29.4428; 4.92582; -0.778728; 0.00203369
sun; 0.00927461; -0.00211279; -0.000181543; 39.4784
jupiter; -4.59229; -2.96365; 0.115082; 0.0376937
saturn; 6.10062; 6.81609; -0.361276; 0.0112863
uranus; 4.86566; 18.6857; 0.00590897; 0.00172372
neptune; 29.4409; 4.93723; -0.778917; 0.00203369
sun; 0.00926608; -0.00209661; -0.000181436; 39.4784
jupiter; -4.57772; -2.98541; 0.114846; 0.0376937
saturn; 6.0843; 6.82964; -0.360862; 0.0112863
uranus; 4.85169; 18.6887; 0.00610116; 0.00172372
neptune; 29.4389; 4.94863; -0.779107; 0.00203369
sun; 0.00925746; -0.00208049; -0.000181326; 39.4784
jupiter; -4.56305; -3.00709; 0.114608; 0.0376937
saturn; 6.06795; 6.84316; -0.360445; 0.0112863
uranus; 4.83772; 18.6917; 0.00629335; 0.00172372
neptune; 29.437; 4.96003; -0.779296; 0.00203369
sun; 0.00924873; -0.00206442; -0.000181214; 39.4784
jupiter; -4.54826; -3.0287; 0.114367; 0.0376937
saturn; 6.05157; 6.85664; -0.360027; 0.0112863
uranus; 4.82374; 18.6946; 0.00648554; 0.00172372
neptune; 29.435; 4.97143; -0.779486; 0.00203369
sun; 0.00923991; -0.00204842; -0.0001811; 39.4784
jupiter; -4.53337; -3.05024; 0.114123; 0.0376937
saturn; 6.03516; 6.87009; -0.359607; 0.0112863
uranus; 4.80977; 18.6976; 0.00667772; 0.00172372
neptune; 29.4331; 4.98282; -0.779675; 0.00203369
sun; 0.009231; -0.00203247; -0.000180984; 39.4784
jupiter; -4.51836; -3.07171; 0.113877; 0.0376937
saturn; 6.01872; 6.8835; -0.359185; 0.0112863
uranus; 4.79579; 18.7005; 0.00686989; 0.00172372
neptune; 29.4311; 4.99422; -0.779864; 0.00203369
sun; 0.00922199; -0.00201659; -0.000180866; 39.4784
jupiter; -4.50325; -3.0931; 0.113628; 0.0376937
saturn; 6.00225; 6.89687; -0.358761; 0.0112863
uranus; 4.78181; 18.7035; 0.00706207; 0.00172372
neptune; 29.4291; 5.00562; -0.780053; 0.00203369
sun; 0.00921289; -0.00200076; -0.000180745; 39.4784
jupiter; -4.48803; -3.11442; 0.113376; 0.0376937
saturn; 5.98574; 6.91021; -0.358336; 0.0112863
uranus; 4.76782; 18.7064; 0.00725424; 0.00172372
neptune; 29.4271; 5.01702; -0.780242; 0.00203369
sun; 0.00920369; -0.001985; -0.000180623; 39.4784
jupiter; -4.47269; -3.13566; 0.113121; 0.0376937
saturn; 5.9692; 6.92351; -0.357908; 0.0112863
uranus; 4.75384; 18.7093; 0.0074464; 0.00172372
neptune; 29.4251; 5.02841; -0.780431; 0.00203369
sun; 0.0091944; -0.00196929; -0.000180499; 39.4784
jupiter; -4.45726; -3.15682; 0.112863; 0.0376937
saturn; 5.95264; 6.93678; -0.357479; 0.0112863
uranus; 4.73985; 18.7122; 0.00763856; 0.00172372
neptune; 29.4232; 5.03981; -0.78062; 0.00203369
sun; 0.00918501; -0.00195365; -0.000180372; 39.4784
jupiter; -4.44171; -3.17791; 0.112603; 0.0376937
saturn; 5.93604; 6.95001; -0.357048; 0.0112863
uranus; 4.72586; 18.7151; 0.00783072; 0.00172372
neptune; 29.4212; 5.0512; -0.780808; 0.00203369
sun; 0.00917554; -0.00193808; -0.000180243; 39.4784
jupiter; -4.42605; -3.19893; 0.11234; 0.0376937
saturn; 5.91941; 6.96321; -0.356615; 0.0112863
uranus; 4.71186; 18.718; 0.00802287; 0.00172372
neptune; 29.4192; 5.06259; -0.780997; 0.00203369
sun; 0.00916596; -0.00192256; -0.000180113; 39.4784
jupiter; -4.41029; -3.21986; 0.112075; 0.0376937
saturn; 5.90276; 6.97637; -0.35618; 0.0112863
uranus; 4.69787; 18.7208; 0.00821501; 0.00172372
neptune; 29.4172; 5.07398; -0.781185; 0.00203369
sun; 0.0091563; -0.00190711; -0.00017998; 39.4784
jupiter; -4.39443; -3.24072; 0.111806; 0.0376937
saturn; 5.88607; 6.98949; -0.355743; 0.0112863
uranus; 4.68387; 18.7237; 0.00840716; 0.00172372
neptune; 29.4152; 5.08538; -0.781373; 0.00203369
sun; 0.00914654; -0.00189172; -0.000179845; 39.4784
jupiter; -4.37845; -3.2615; 0.111535; 0.0376937
saturn; 5.86935; 7.00258; -0.355305; 0.0112863
uranus; 4.66986; 18.7266; 0.00859929; 0.00172372
neptune; 29.4132; 5.09677; -0.781561; 0.00203369
sun; 0.00913669; -0.00187639; -0.000179709; 39.4784
jupiter; -4.36237; -3.28221; 0.111261; 0.0376937
saturn; 5.8526; 7.01563; -0.354864; 0.0112863
uranus; 4.65586; 18.7294; 0.00879142; 0.00172372
neptune; 29.4111; 5.10816; -0.781749; 0.00203369
sun; 0.00912675; -0.00186114; -0.00017957; 39.4784
jupiter; -4.34618; -3.30283; 0.110985; 0.0376937
saturn; 5.83582; 7.02864; -0.354422; 0.0112863
uranus; 4.64185; 18.7322; 0.00898355; 0.00172372
neptune; 29.4091; 5.11955; -0.781937; 0.00203369
sun; 0.00911672; -0.00184594; -0.000179429; 39.4784
jupiter; -4.32989; -3.32337; 0.110706; 0.0376937
saturn; 5.81901; 7.04162; -0.353978; 0.0112863
uranus; 4.62784; 18.7351; 0.00917567; 0.00172372
neptune; 29.4071; 5.13094; -0.782125; 0.00203369
sun; 0.00910659; -0.00183081; -0.000179286; 39.4784
jupiter; -4.3135; -3.34383; 0.110424; 0.0376937
saturn; 5.80217; 7.05456; -0.353532; 0.0112863
uranus; 4.61383; 18.7379; 0.00936779; 0.00172372
neptune; 29.4051; 5.14232; -0.782312; 0.00203369
sun; 0.00909638; -0.00181575; -0.000179141; 39.4784
jupiter; -4.297; -3.36421; 0.110139; 0.0376937
saturn; 5.7853; 7.06747; -0.353084; 0.0112863
uranus; 4.59982; 18.7407; 0.0095599; 0.00172372
neptune; 29.4031; 5.15371; -0.7825; 0.00203369
sun; 0.00908607; -0.00180076; -0.000178994; 39.4784
jupiter; -4.28039; -3.38452; 0.109852; 0.0376937
saturn; 5.7684; 7.08034; -0.352635; 0.0112863
uranus; 4.5858; 18.7434; 0.009752; 0.00172372
neptune; 29.401; 5.1651; -0.782687; 0.00203369
sun; 0.00907567; -0.00178583; -0.000178845; 39.4784
jupiter; -4.26368; -3.40473; 0.109562; 0.0376937
saturn; 5.75147; 7.09317; -0.352184; 0.0112863
uranus; 4.57178; 18.7462; 0.0099441; 0.00172372
neptune; 29.399; 5.17648; -0.782875; 0.00203369
sun; 0.00906519; -0.00177097; -0.000178694; 39.4784
jupiter; -4.24687; -3.42487; 0.10927; 0.0376937
saturn; 5.73451; 7.10596; -0.35173; 0.0112863
uranus; 4.55776; 18.749; 0.0101362; 0.00172372
neptune; 29.3969; 5.18787; -0.783062; 0.00203369
sun; 0.00905461; -0.00175618; -0.000178541; 39.4784
jupiter; -4.22995; -3.44492; 0.108975; 0.0376937
saturn; 5.71752; 7.11872; -0.351275; 0.0112863
uranus; 4.54373; 18.7518; 0.0103283; 0.00172372
neptune; 29.3949; 5.19925; -0.783249; 0.00203369
sun; 0.00904395; -0.00174145; -0.000178386; 39.4784
jupiter; -4.21294; -3.46489; 0.108677; 0.0376937
saturn; 5.7005; 7.13144; -0.350818; 0.0112863
uranus; 4.5297; 18.7545; 0.0105204; 0.00172372
neptune; 29.3928; 5.21064; -0.783436; 0.00203369
sun; 0.00903319; -0.0017268; -0.000178229; 39.4784
jupiter; -4.19582; -3.48478; 0.108377; 0.0376937
saturn; 5.68345; 7.14413; -0.35036; 0.0112863
uranus; 4.51567; 18.7572; 0.0107124; 0.00172372
neptune; 29.3908; 5.22202; -0.783623; 0.00203369
sun; 0.00902235; -0.00171221; -0.00017807; 39.4784
jupiter; -4.17859; -3.50458; 0.108074; 0.0376937
saturn; 5.66637; 7.15678; -0.349899; 0.0112863
uranus; 4.50164; 18.76; 0.0109045; 0.00172372
neptune; 29.3887; 5.2334; -0.783809; 0.00203369
sun; 0.00901142; -0.0016977; -0.00017791; 39.4784
jupiter; -4.16127; -3.5243; 0.107768; 0.0376937
saturn; 5.64927; 7.16939; -0.349437; 0.0112863
uranus; 4.48761; 18.7627; 0.0110966; 0.00172372
neptune; 29.3867; 5.24478; -0.783996; 0.00203369
sun; 0.0090004; -0.00168325; -0.000177747; 39.4784
jupiter; -4.14385; -3.54393; 0.10746; 0.0376937
saturn; 5.63213; 7.18196; -0.348973; 0.0112863
uranus; 4.47357; 18.7654; 0.0112886; 0.00172372
neptune; 29.3846; 5.25616; -0.784182; 0.00203369
sun; 0.00898929; -0.00166888; -0.000177582; 39.4784
jupiter; -4.12632; -3.56347; 0.107149; 0.0376937
saturn; 5.61497; 7.1945; -0.348507; 0.0112863
uranus; 4.45953; 18.7681; 0.0114807; 0.00172372
neptune; 29.3825; 5.26754; -0.784369; 0.00203369
sun; 0.0089781; -0.00165458; -0.000177415; 39.4784
jupiter; -4.10869; -3.58293; 0.106835; 0.0376937
saturn; 5.59777; 7.20699; -0.348039; 0.0112863
uranus; 4.44549; 18.7708; 0.0116727; 0.00172372
neptune; 29.3804; 5.27892; -0.784555; 0.00203369
sun; 0.00896682; -0.00164035; -0.000177246; 39.4784
jupiter; -4.09097; -3.6023; 0.106519; 0.0376937
saturn; 5.58055; 7.21946; -0.34757; 0.0112863
uranus; 4.43144; 18.7734; 0.0118648; 0.00172372
neptune; 29.3783; 5.2903; -0.784741; 0.00203369
sun; 0.00895545; -0.00162619; -0.000177075; 39.4784
jupiter; -4.07314; -3.62159; 0.1062; 0.0376937
saturn; 5.56329; 7.23188; -0.347099; 0.0112863
uranus; 4.4174; 18.7761; 0.0120568; 0.00172372
neptune; 29.3763; 5.30167; -0.784927; 0.00203369
sun; 0.008944; -0.0016121; -0.000176903; 39.4784
jupiter; -4.05522; -3.64078; 0.105879; 0.0376937
saturn; 5.54601; 7.24426; -0.346625; 0.0112863
uranus; 4.40335; 18.7788; 0.0122488; 0.00172372
neptune; 29.3742; 5.31305; -0.785113; 0.00203369
sun; 0.00893246; -0.00159809; -0.000176728; 39.4784
jupiter; -4.03719; -3.65989; 0.105555; 0.0376937
saturn; 5.5287; 7.25661; -0.34615; 0.0112863
uranus; 4.38929; 18.7814; 0.0124408; 0.00172372
neptune; 29.3721; 5.32443; -0.785299; 0.00203369
sun; 0.00892084; -0.00158415; -0.000176551; 39.4784
jupiter; -4.01907; -3.67891; 0.105229; 0.0376937
saturn; 5.51136; 7.26892; -0.345674; 0.0112863
uranus; 4.37524; 18.784; 0.0126328; 0.00172372
neptune; 29.37; 5.3358; -0.785484; 0.00203369
sun; 0.00890913; -0.00157029; -0.000176373; 39.4784
jupiter; -4.00085; -3.69784; 0.1049; 0.0376937
saturn; 5.494; 7.2812; -0.345195; 0.0112863
uranus; 4.36118; 18.7867; 0.0128248; 0.00172372
neptune; 29.3679; 5.34717; -0.78567; 0.00203369
sun; 0.00889734; -0.0015565; -0.000176193; 39.4784
jupiter; -3.98254; -3.71668; 0.104568; 0.0376937
saturn; 5.4766; 7.29343; -0.344715; 0.0112863
uranus; 4.34712; 18.7893; 0.0130168; 0.00172372
neptune; 29.3658; 5.35855; -0.785855; 0.00203369
sun; 0.00888546; -0.00154278; -0.00017601; 39.4784
jupiter; -3.96412; -3.73543; 0.104234; 0.0376937
saturn; 5.45918; 7.30563; -0.344233; 0.0112863
uranus; 4.33306; 18.7919; 0.0132088; 0.00172372
neptune; 29.3636; 5.36992; -0.786041; 0.00203369
sun; 0.0088735; -0.00152914; -0.000175826; 39.4784
jupiter; -3.94561; -3.75408; 0.103897; 0.0376937
saturn; 5.44172; 7.31779; -0.343749; 0.0112863
uranus; 4.319; 18.7945; 0.0134008; 0.00172372
neptune; 29.3615; 5.38129; -0.786226; 0.00203369
sun; 0.00886145; -0.00151558; -0.00017564; 39.4784
jupiter; -3.927; -3.77265; 0.103558; 0.0376937
saturn; 5.42424; 7.32991; -0.343263; 0.0112863
uranus; 4.30493; 18.7971; 0.0135928; 0.00172372
neptune; 29.3594; 5.39266; -0.786411; 0.00203369
sun; 0.00884932; -0.00150209; -0.000175452; 39.4784
jupiter; -3.9083; -3.79113; 0.103216; 0.0376937
saturn; 5.40673; 7.34199; -0.342776; 0.0112863
uranus; 4.29086; 18.7996; 0.0137847; 0.00172372
neptune; 29.3573; 5.40403; -0.786596; 0.00203369
sun; 0.00883711; -0.00148868; -0.000175262; 39.4784
jupiter; -3.8895; -3.80951; 0.102872; 0.0376937
saturn; 5.38919; 7.35404; -0.342286; 0.0112863
uranus; 4.27679; 18.8022; 0.0139767; 0.00172372
neptune; 29.3551; 5.4154; -0.786781; 0.00203369
sun; 0.00882482; -0.00147535; -0.00017507; 39.4784
jupiter; -3.87061; -3.8278; 0.102526; 0.0376937
saturn; 5.37163; 7.36604; -0.341795; 0.0112863
uranus; 4.26272; 18.8047; 0.0141686; 0.00172372
neptune; 29.353; 5.42677; -0.786965; 0.00203369
sun; 0.00881244; -0.00146209; -0.000174876; 39.4784
jupiter; -3.85162; -3.84599; 0.102176; 0.0376937
saturn; 5.35404; 7.37801; -0.341303; 0.0112863
uranus; 4.24864; 18.8073; 0.0143606; 0.00172372
neptune; 29.3509; 5.43814; -0.78715; 0.00203369
sun; 0.00879999; -0.00144892; -0.000174681; 39.4784
jupiter; -3.83253; -3.8641; 0.101825; 0.0376937
saturn; 5.33641; 7.38994; -0.340808; 0.0112863
uranus; 4.23457; 18.8098; 0.0145525; 0.00172372
neptune; 29.3487; 5.4495; -0.787335; 0.00203369
sun; 0.00878745; -0.00143582; -0.000174483; 39.4784
jupiter; -3.81336; -3.88211; 0.10147; 0.0376937
saturn; 5.31877; 7.40183; -0.340312; 0.0112863
uranus; 4.22049; 18.8123; 0.0147444; 0.00172372
neptune; 29.3466; 5.46087; -0.787519; 0.00203369
sun; 0.00877483; -0.0014228; -0.000174284; 39.4784
jupiter; -3.79409; -3.90002; 0.101114; 0.0376937
saturn; 5.30109; 7.41368; -0.339814; 0.0112863
uranus; 4.2064; 18.8149; 0.0149363; 0.00172372
